Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2018-10-29,Village of the Damned,1995,https://letterboxd.com/malantonio/film/village-of-the-damned-1995/,3,,"35mm, coolidge corner",2018-10-28
2018-10-30,Halloween,2018,https://letterboxd.com/malantonio/film/halloween-2018/,3.5,,"digital, theater",2018-10-29
2018-10-31,Body Melt,1993,https://letterboxd.com/malantonio/film/body-melt/,2.5,,"streaming, amazon prime",2018-10-30
2018-10-31,Jennifer's Body,2009,https://letterboxd.com/malantonio/film/jennifers-body/,2,,"streaming, hbo",2018-10-30
2018-11-01,The Wicker Man,1973,https://letterboxd.com/malantonio/film/the-wicker-man/,4.5,,download,2018-10-31
2018-11-04,They'll Love Me When I'm Dead,2018,https://letterboxd.com/malantonio/film/theyll-love-me-when-im-dead/,4.5,,"streaming, netflix",2018-11-03
2018-11-09,The Final Terror,1983,https://letterboxd.com/malantonio/film/the-final-terror/,2.5,,"amazon prime, streaming",2018-11-08
2018-11-11,Fahrenheit 9/11,2004,https://letterboxd.com/malantonio/film/fahrenheit-9-11/,3.5,Yes,download,2018-11-10
2018-11-11,Book of Shadows: Blair Witch 2,2000,https://letterboxd.com/malantonio/film/book-of-shadows-blair-witch-2/1/,3,Yes,"download, fan edit",2018-11-10
2018-11-12,Suspiria,2018,https://letterboxd.com/malantonio/film/suspiria-2018/,4,,"theater, digital",2018-11-11
2018-11-12,Hereditary,2018,https://letterboxd.com/malantonio/film/hereditary/2/,4.5,Yes,"amazon, streaming",2018-11-11
2018-11-14,Filmworker,2017,https://letterboxd.com/malantonio/film/filmworker/,4,,"streaming, netflix",2018-11-13
2018-11-18,The Black Cat,1981,https://letterboxd.com/malantonio/film/the-black-cat-1981/,3.5,,"streaming, amazon prime",2018-11-16
2018-11-19,All She Wants for Christmas,2006,https://letterboxd.com/malantonio/film/all-she-wants-for-christmas/,3,,"streaming, lifetime movie club, lifetime",2018-11-18
2018-11-19,Sinister Minister,2017,https://letterboxd.com/malantonio/film/sinister-minister/,2,,"streaming, lifetime movie club, lifetime",2018-11-18
2018-11-21,Cyborg 2,1993,https://letterboxd.com/malantonio/film/cyborg-2/,1,,"digital, theater, trash night",2018-11-20
2018-11-22,The Spirit of Christmas,2015,https://letterboxd.com/malantonio/film/the-spirit-of-christmas-2015/,2,,"lifetime movie club, lifetime, streaming",2018-11-21
2018-11-25,The Texas Chain Saw Massacre,1974,https://letterboxd.com/malantonio/film/the-texas-chain-saw-massacre/4/,5,Yes,"streaming, shudder, the last drive-in",2018-11-24
2018-11-25,The Hills Have Eyes,1977,https://letterboxd.com/malantonio/film/the-hills-have-eyes/,3,,"streaming, shudder, the last drive-in",2018-11-24
2018-11-25,Blood Rage,1987,https://letterboxd.com/malantonio/film/blood-rage-1987/,3,,"streaming, shudder, the last drive-in",2018-11-24
2018-11-26,Dead or Alive,1999,https://letterboxd.com/malantonio/film/dead-or-alive/,3,,"streaming, shudder, the last drive-in",2018-11-25
2018-11-26,You Were Never Really Here,2017,https://letterboxd.com/malantonio/film/you-were-never-really-here/,4,,"streaming, amazon prime",2018-11-25
2018-11-29,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,https://letterboxd.com/malantonio/film/electric-boogaloo-the-wild-untold-story-of-cannon-films/,3.5,,"streaming, netflix",2018-11-28
2018-11-30,Opera,1987,https://letterboxd.com/malantonio/film/opera/,3.5,,"streaming, amazon prime",2018-11-29
2018-12-01,The Zodiac Killer,1971,https://letterboxd.com/malantonio/film/the-zodiac-killer/,3.5,,blu-ray,2018-11-30
2018-12-01,Stalked by My Doctor,2015,https://letterboxd.com/malantonio/film/stalked-by-my-doctor/,3,,"streaming, lifetime movie club, lifetime",2018-11-30
2018-12-02,The Boneyard,1991,https://letterboxd.com/malantonio/film/the-boneyard/,2.5,,blu-ray,2018-12-01
2018-12-02,Never Take Sweets from a Stranger,1960,https://letterboxd.com/malantonio/film/never-take-sweets-from-a-stranger/,3.5,,blu-ray,2018-12-01
2018-12-02,Lost Holiday: The Jim & Suzanne Shemwell Story,2007,https://letterboxd.com/malantonio/film/lost-holiday-the-jim-suzanne-shemwell-story/,3,,"streaming, lifetime, lifetime movie club",2018-12-01
2018-12-03,Happy Birthday to Me,1981,https://letterboxd.com/malantonio/film/happy-birthday-to-me/,3,,blu-ray,2018-12-02
2018-12-03,Grizzly,1976,https://letterboxd.com/malantonio/film/grizzly/,4,,"streaming, amazon prime",2018-12-02
2018-12-04,Maniac,1980,https://letterboxd.com/malantonio/film/maniac-1980/,3.5,,"streaming, shudder",2018-12-03
2018-12-05,Creepshow 2,1987,https://letterboxd.com/malantonio/film/creepshow-2/,2,,"streaming, shudder",2018-12-04
2018-12-05,Document of the Dead,1985,https://letterboxd.com/malantonio/film/document-of-the-dead/,3,,"streaming, shudder",2018-12-04
2018-12-09,Another Son of Sam,1977,https://letterboxd.com/malantonio/film/another-son-of-sam/,2.5,,blu-ray,2018-12-08
2018-12-09,Beyond the Door,1974,https://letterboxd.com/malantonio/film/beyond-the-door/,3,,blu-ray,2018-12-08
2018-12-11,The Legend of Boggy Creek,1972,https://letterboxd.com/malantonio/film/the-legend-of-boggy-creek/,3,,"streaming, the last drive-in, shudder",2018-12-10
2018-12-12,Shirkers,2018,https://letterboxd.com/malantonio/film/shirkers/,5,,"netflix, streaming",2018-12-11
2018-12-13,The Clovehitch Killer,2018,https://letterboxd.com/malantonio/film/the-clovehitch-killer/,4,,"streaming, amazon",2018-12-12
2018-12-13,Road to Revenge,1993,https://letterboxd.com/malantonio/film/road-to-revenge/,3.5,,"youtube, streaming",2018-12-12
2018-12-15,Better Watch Out,2016,https://letterboxd.com/malantonio/film/better-watch-out/,1,,"shudder, streaming",2018-12-14
2018-12-16,Blood Hook,1986,https://letterboxd.com/malantonio/film/blood-hook/,2.5,,blu-ray,2018-12-15
2018-12-16,Spine Tingler! The William Castle Story,2007,https://letterboxd.com/malantonio/film/spine-tingler-the-william-castle-story/,3.5,,"streaming, kanopy",2018-12-15
2018-12-16,Christmas Evil,1980,https://letterboxd.com/malantonio/film/christmas-evil/,4,,"streaming, shudder",2018-12-15
2018-12-16,Nancy,2018,https://letterboxd.com/malantonio/film/nancy/,4.5,,"streaming, kanopy",2018-12-15
2018-12-18,Bombshell,1933,https://letterboxd.com/malantonio/film/bombshell/,4.5,,"35mm, brattle theater",2018-12-17
2018-12-21,All the President's Men,1976,https://letterboxd.com/malantonio/film/all-the-presidents-men/1/,4.5,Yes,"streaming, amazon prime",2018-12-19
2018-12-21,Eyes Wide Shut,1999,https://letterboxd.com/malantonio/film/eyes-wide-shut/1/,5,Yes,"digital, theater, brattle theater",2018-12-20
2018-12-22,Cam,2018,https://letterboxd.com/malantonio/film/cam/,3.5,,"streaming, netflix",2018-12-21
2018-12-23,Phantasm,1979,https://letterboxd.com/malantonio/film/phantasm/,3.5,,"streaming, shudder, the last drive-in",2018-12-22
2018-12-23,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,https://letterboxd.com/malantonio/film/lost-soul-the-doomed-journey-of-richard-stanleys-island-of-dr-moreau/,2.5,,"streaming, shudder",2018-12-22
2018-12-24,Nightbreed,1990,https://letterboxd.com/malantonio/film/nightbreed/,2,,"blu-ray, theater",2018-12-22
2018-12-29,Vice,2018,https://letterboxd.com/malantonio/film/vice-2018/,3.5,,"digital, theater",2018-12-28
2018-12-31,Misery,1990,https://letterboxd.com/malantonio/film/misery/,4,,"streaming, shudder, with-lauren",2018-12-29
2018-12-31,A Simple Favor,2018,https://letterboxd.com/malantonio/film/a-simple-favor/,1.5,,"streaming, amazon prime, with-lauren",2018-12-30
2019-01-02,Duck Soup,1933,https://letterboxd.com/malantonio/film/duck-soup-1933/,3,,"35mm, brattle theater, theater",2019-01-01
2019-01-02,Room Service,1938,https://letterboxd.com/malantonio/film/room-service/,3.5,,"35mm, brattle theater, theater",2019-01-01
2019-01-02,Monkey Business,1931,https://letterboxd.com/malantonio/film/monkey-business/,3.5,,"35mm, brattle theater, theater",2019-01-01
2019-01-02,A Night at the Opera,1935,https://letterboxd.com/malantonio/film/a-night-at-the-opera/,5,,"35mm, brattle theater, theater",2019-01-01
